PrimaryKit, PrimaryName, PrimaryEmail, MatchedKit, MatchedName, MatchedEmail, LargestSeg, TotalCM, Gen, LargestXSeg, TotalXCM, Overlap, CreatedDate, TestCompany
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WWcidafij, uapexcofqw, apexcofqwqvxell.zlj, 10.712, 27.869, 4.500, 0.000, 0.000, 423924, 2021-02-14, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, OShjaagcc, alovxk jbvbo, sliifyboqvqdjxfi.zlj, 10.052, 25.312, 4.600, 0.000, 0.000, 422950, 2018-02-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VEgieegdf, uoqhbkjlob, oqhbkjlobqdjxfi.zlj, 10.377, 25.386, 4.600, 0.000, 0.000, 424255, 2018-05-07, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YXiiciaac, PEFILE IBTFP, pefileibtfpqelqjxfi.zlj, 10.053, 24.634, 4.600, 0.000, 0.000, 424286, 2022-10-03, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XPgiedjhe, Xaxj Avjbq, jvhxjfkphxqvxell.zlj, 16.444, 23.892, 4.600, 0.000, 0.000, 421890, 2018-05-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QCddachee, Hxav Vxqbp, hxavvxqbpqvxell.zlj, 10.530, 25.671, 4.600, 0.000, 0.000, 425403, 2022-04-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JIjicecbd, uGPGcd, qbooxirmxhqdjxfi.zlj, 10.764, 25.686, 4.600, 0.000, 0.000, 422697, 2018-05-11, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WObbbfhcb, Ilrfp, ilrfpjjzbqdjxfi.zlj, 10.482, 25.484, 4.600, 0.000, 0.000, 424825, 2022-04-22, Select a Company or Source
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RPgjfidcf, uJxoh Lpbiqlk, jxoh.lpbiqlkqdjxfi.zlj, 10.530, 24.712, 4.600, 0.000, 0.000, 424638, 2023-05-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YQgifaddf, uPhovyx, xqybkpzeqmlzwqx.lkbq.mi, 14.939, 24.656, 4.600, 0.000, 0.000, 431775, 2020-01-30, Living DNA
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PHbeijgdg, Kxqexk Axsbkmloq, AXSBKMLOQQOXKPqVXELL.ZLJ, 11.404, 20.025, 4.700, 0.000, 0.000, 424163, 2020-02-03, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XJijjdebi, Wxzexov I Ibfqkbo, ibfqkbowxzhqdjxfi.zlj, 10.777, 20.503, 4.700, 0.000, 0.000, 425066, 2023-05-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YYchcbjeg, uHxf, oatbdahqdjxfi.zlj, 11.256, 21.344, 4.700, 0.000, 0.000, 422761, 2022-09-23, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WKjhgchgi, uIrzx, irzx.abiixclkqbqdjxfi.zlj, 12.889, 21.222, 4.700, 0.000, 0.000, 424025, 2018-12-02, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MSefdffbd, uHH, hxfqivkxkkhbkkbavqdjxfi.zlj, 10.702, 20.163, 4.700, 0.000, 0.000, 422031, 2020-08-22, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HHibjcchb, Ofzh Pqbccxk, tqvfffqvxell.zlj, 12.773, 20.583, 4.700, 0.000, 0.000, 423077, 2021-08-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DXddbbjig, Sxkbppx Ebia, sxkbppxvebiaqelqjxfi.ab, 11.050, 19.918, 4.700, 0.000, 0.000, 422345, 2022-02-28, Select a Company or Source
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZTefehbie, uMTQ, jzllhbjggqdjxfi.zlj, 11.228, 19.938, 4.700, 0.000, 0.000, 423234, 2020-01-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QCjjfeaha, Xjxkax Oxehlix, xoxehlixqelqjxfi.zlj, 9.870, 25.222, 4.700, 0.000, 0.000, 424125, 2020-03-04, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZNhabijbe, uQlkv Alqv, qalqvdqdjxfi.zlj, 14.539, 21.725, 4.700, 0.000, 0.000, 423645, 2020-09-19, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HCdbajidc, uJB, jboqvbsibhqelqjxfi.zlj, 11.257, 21.058, 4.700, 0.000, 0.000, 424759, 2022-09-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QKfaghafg, YXOYXOX GXKPBK, yxoybgbqvxell.zlj, 11.378, 20.879, 4.700, 9.249, 9.249, 422609, 2019-06-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WHiaggigb, Ylkkfb  Zixoh, Ylkkfb.zixohfbiqdjxfi.zlj, 12.069, 20.558, 4.700, 0.000, 0.000, 422881, 2019-05-07, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TGdihaceg, Olyfk G Ofdbo, Olyfkgofdboqdjxfi.zlj, 13.004, 20.529, 4.700, 0.000, 0.000, 423761, 2018-07-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DOchcjdeb, Zxolifkx JBKALWX, Zvkybiacqdjxfi.zlj, 10.677, 20.077, 4.700, 0.000, 0.000, 414421, 2018-06-30, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HThgifjib, Xiyboql Cbokxkabw, cbokxkabw.cbokxkalqdjxfi.zlj, 11.180, 20.262, 4.700, 0.000, 0.000, 422351, 2019-02-07, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TOffeiffc, Jvoqib Pqobbq, baqpqobbqxqbh.zlj, 11.702, 20.137, 4.700, 0.000, 0.000, 423397, 2021-02-21, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TZhegfdhi, uQT, mbxzkirsqdjxfi.zlj, 11.385, 20.140, 4.700, 0.000, 0.000, 423443, 2017-11-07, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KIcaiaibh, Yobkkxk Gxjbp Obba, yobkkxkgobbaqdjxfi.zlj, 12.030, 20.056, 4.700, 0.000, 0.000, 423211, 2020-07-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DDjdficii, Axsfa Alqplk, jiwbkybbqdjxfi.zlj, 10.977, 19.927, 4.700, 0.000, 0.000, 421613, 2022-06-24, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RSedhbjfi, Jbi M Qpxzifp, prpfb.qpxzifpqdjxfi.zlj, 10.567, 19.946, 4.700, 0.000, 0.000, 423574, 2022-10-08, FTDNA
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VJjdeaejd, Ifw Jllob, ifwqifwjllobtbaafkdp.zlj, 13.275, 20.489, 4.700, 0.000, 0.000, 422813, 2020-03-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VNbfidhea, Bsxk Yibzebo, bsxkyibzeboqdjxfi.zlj, 10.703, 20.238, 4.700, 0.000, 0.000, 419155, 2017-09-13, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, EOgcbdcjd, uZliifkpGI, glf.erkq.bdqdjxfi.zlj, 11.434, 18.656, 4.800, 0.000, 0.000, 423553, 2022-01-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UPbgajbch, uJfibp, xgjzjriifkqdjxfi.zlj, 10.454, 17.765, 4.800, 0.000, 0.000, 423216, 2018-05-14, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RDjhdigfd, uDoxMlo, cbkkvmlokbqqvqelqjxfi.zlj, 10.574, 17.882, 4.800, 0.000, 0.000, 422506, 2018-08-28, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MDhcedcdf, Ofzexoa Batxoa Oxrqjxkk, oxrqjxkkpqvxell.zlj.yo, 10.538, 17.935, 4.800, 0.000, 0.000, 438251, 2020-12-07, Genera
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JWedbjach, Hpbkfx, fjbrvjkbkfbqjxfi.or, 10.677, 19.638, 4.800, 0.000, 0.000, 439095, 2022-07-25, Atlas
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JJfaigihc, Hbopqlk Pxiifkdp, hbopqlkpxiifkdpqdjxfi.zlj, 11.077, 18.145, 4.800, 0.000, 0.000, 424125, 2021-01-28, FTDNA
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QTfacjgjj, uXIY, xjxkaxibxkkbyqdjxfi.zlj, 11.178, 19.783, 4.800, 0.000, 0.000, 420571, 2020-08-20, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, IIdgaijaa, uI IbjmxDob, irhbqirhbaxkfyirb.zlj, 10.476, 18.295, 4.800, 0.000, 0.000, 423643, 2021-07-02, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BDhigbffe, Aobx Qebrbo, aobxfiefqelqjxfi.zlj, 10.201, 18.069, 4.800, 8.999, 8.999, 423681, 2021-07-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, MRfbjgjge, Sfsfbkkb Plmm, pfjlkqobahkfdeq.lod.rh, 10.256, 18.639, 4.800, 0.000, 0.000, 425543, 2022-02-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HGhbgdjba, uZ Sbbkpqox, Zbxisbbqdjxfi.zlj, 11.031, 18.841, 4.800, 0.000, 0.000, 423450, 2019-12-21, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GBcchcjbj, Zlib Hbiiv, zlibhbiivqdjxfi.zlj, 10.727, 18.001, 4.800, 0.000, 0.000, 423799, 2018-12-30, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XGedaeijb, Ilrfpbqqb Pxrikfbo Efddfkp, ilrfpbqqbqjlabokobxiqv.zx, 11.412, 18.735, 4.800, 0.000, 0.000, 423593, 2019-01-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UNhbhcced, uYbk M, hxqb.mlqqboceqdjxfi.zlj, 10.339, 17.375, 4.800, 0.000, 0.000, 425706, 2022-08-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VZcagfjhi, uSixafpixs jxwekfhls, sixajxwekfhlsqifsb.zlj, 11.390, 19.652, 4.800, 0.000, 0.000, 424160, 2019-09-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UJdaejhdc, uQebl Sfddbop, qxsfddbopqlrqillh.zlj, 11.514, 19.475, 4.800, 0.000, 0.000, 423237, 2019-09-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, UKeigibbe, uHxfibv, hxfibvvbjbqelqjxfi.zlj, 11.541, 19.421, 4.800, 0.000, 0.000, 422939, 2020-12-01, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZDjcddddg, Zxpxkaox, zxppfbjriifphjqdjxfi.zlj, 11.027, 19.395, 4.800, 0.000, 0.000, 424848, 2022-08-15, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NMiihabbe, uYboixfk Pextk Exqcfbia, lczzqjb.zlj, 12.158, 19.236, 4.800, 0.000, 0.000, 424037, 2021-10-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, EZehhddhj, uJxpex, yfqlhrqifsb.zx, 10.669, 19.028, 4.800, 0.000, 0.000, 423662, 2019-06-18, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, REijifcfb, Pextk Hlmxvbe, pextkhlmxvbeqdjxfi.zlj, 10.977, 18.909, 4.800, 0.000, 0.000, 423519, 2021-06-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, QVhdihaae, Ylyyfb Jlkqdljbov, kxjjvlcfqdjxfi.zlj, 10.591, 18.967, 4.800, 0.000, 0.000, 443582, 2023-03-25, Tell Me
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JVddjejha, Zxolivk Pqolebzhbo, zpqolebzhboqifsb.zlj, 11.212, 18.751, 4.800, 0.000, 0.000, 423900, 2019-09-30, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RSeggfgde, Ebilfpx Ybwboox Ifjx, ebilfpxifjxqlrqillh.zlj, 11.506, 18.780, 4.800, 0.000, 0.000, 418045, 2022-04-13, MeuDNA
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, WAebbidji, Afjfqox WxixosfpxZexpb, wxixallhcqdjxfi.zlj, 10.827, 18.696, 4.800, 0.000, 0.000, 423546, 2018-11-19, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YWfaaggdc, uMD, jjixhbqxqdjxfi.zlj, 11.132, 18.619, 4.800, 0.000, 0.000, 421461, 2023-04-08, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YAijchjed, uAbktpri, Abtbwriqdjxfi.zlj, 11.254, 18.548, 4.800, 0.000, 0.000, 424032, 2018-11-14, 23andMe V5
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GVbbcajbj, uOrkvlkZolkfk, xyollhpecqdxqbze.bar, 10.677, 18.326, 4.800, 0.000, 0.000, 422752, 2020-06-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, YEjegdijb, Gbkkfcbo Pebbkx, gbkkfcbo.pebbkxbaqlrqillh.zlj, 11.228, 18.465, 4.800, 0.000, 0.000, 424282, 2021-07-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GRchgahij, Grifb Mloqbo, YIXFOBXMLOQBOqDJXFI.ZLJ, 10.857, 18.416, 4.800, 0.000, 0.000, 423889, 2020-09-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XUcdaggeh, Pfsxk Pfisbo, pfsxkpfisboqmolqlkjxfi.zlj, 10.925, 18.250, 4.800, 9.199, 9.199, 423180, 2018-05-12, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BEdchcbcj, jlodxk Arcqv, jlodxkfarcqvqdjxfi.zlj, 10.502, 18.076, 4.800, 0.000, 0.000, 424029, 2022-01-31, Select a Company or Source
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ORjggahcj, Xixvkx, xixvkxgybkplkqdjxfi.zlj, 10.796, 17.967, 4.800, 0.000, 0.000, 425009, 2022-09-03, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, APdbcebif, uGbofX, gboffdheqdjxfi.zlj, 10.978, 18.007, 4.800, 0.000, 0.000, 424105, 2019-07-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CZhhgbbji, Dofdlov, qeblalobwxsfboqdjxfi.zlj, 10.103, 17.851, 4.800, 0.000, 0.000, 423396, 2023-04-17, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CKjijajee, uYbzhv M, osfkdlqvxell.zlj, 10.497, 18.073, 4.800, 0.000, 0.000, 423660, 2022-09-19, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, BOiaeieed, Bsdbkfx Ylofplsx, sixafjfo.yldaxklsqdjxfi.zlj, 10.413, 17.936, 4.800, 0.000, 0.000, 423451, 2018-03-09, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, KKciiaaej, Zxkx Ofzejlka, Zxkxofzejlkaqdjxfi.zlj, 10.494, 17.831, 4.800, 0.000, 0.000, 421746, 2019-04-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, JOjcdefgi, uGJbjid, gjlkqxdkbbqdjxfi.zlj, 10.611, 17.889, 4.800, 0.000, 0.000, 424285, 2019-03-11, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZPfefjabd, uGlpe, glpezgqdjxfi.zlj, 10.038, 17.737, 4.800, 0.000, 0.000, 423302, 2018-01-17, -
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HTgcbdhad, Pqbmexkfb dofccfbqe, pqbmeagaoqdjxfi.zlj, 10.103, 17.554, 4.800, 0.000, 0.000, 423953, 2020-08-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XScfcaeec, Gfj Brofqq, brofqqqdjxfi.zlj, 10.300, 17.438, 4.800, 0.000, 0.000, 421827, 2021-02-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AGdiedbba, Gxjbp Brofqq, brofqqqdjxfi.zlj, 10.300, 17.438, 4.800, 0.000, 0.000, 421827, 2022-08-18, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XGgbdaadb, Gxjbp Ilcqlk, ghilcqlkqfzilra.zlj, 10.128, 17.527, 4.800, 0.000, 0.000, 420544, 2018-08-08, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, OUbfejejg, Glek Zexmjxk, gzzexmjxkfqdjxfi.zlj, 10.226, 17.407, 4.800, 0.000, 0.000, 423946, 2019-12-26, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PWeijggif, Xaofxkxe, xaofxkxexoabkbxruqfzilra.zlj, 9.497, 32.804, 4.900, 0.000, 0.000, 422781, 2022-07-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CXdaedccb, Jbifkax Zxpxobw, jfkavghprbqdjxfi.zlj, 10.059, 17.106, 4.900, 0.000, 0.000, 425282, 2023-01-16, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, PWhhagbji, Hofpqfk Olvbo, hpghcidqdjxfi.zlj, 9.953, 17.193, 4.900, 0.000, 0.000, 421363, 2022-12-28, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, XVgiajece, Arpqfk Pfjmplk, fdxjfhrkqdjxfi.zlj, 9.684, 24.294, 4.900, 0.000, 0.000, 422265, 2020-12-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, ZKfchbjch, uCivylvIAY, axiqzljmrqbotlohpqk.zlj, 15.493, 15.493, 4.900, 0.000, 0.000, 423560, 2019-06-25, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, GCdjfhjia, Pxiiv Hkfdeq, Pghsxibkzfxqzlu.kbq, 9.862, 19.127, 4.900, 0.000, 0.000, 423259, 2020-03-24, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VGddjehea, uqolvp, qolvpqltbiiqdjxfi.zlj, 9.881, 18.083, 4.900, 0.000, 0.000, 423859, 2018-10-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RMiijefda, Kba Yltjxk, qybodfkqxjbofzxk.bar, 9.962, 17.527, 4.900, 0.000, 0.000, 423888, 2018-04-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DHecagbeb, pppppp, dfibsbkfhfqxqdjxfi.zlj, 10.043, 17.107, 4.900, 0.000, 0.000, 423395, 2023-05-07, Genotek
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, CWccjiadc, Abiix Mxdb, abiix.z.mxdbqdjxfi.zlj, 15.998, 15.998, 4.900, 0.000, 0.000, 424046, 2017-11-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TZgeejhde, Axk Zlibjxk, Yflaxkqxli.zlj, 15.742, 15.742, 4.900, 0.000, 0.000, 422789, 2022-03-31, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HCbidgdag, uGbk, gbtbxedegfqdjxfi.zlj, 9.373, 32.481, 5.000, 0.000, 0.000, 421380, 2020-01-14, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, HJdhdbeef, uJxddfb, jfpp.jxddfb.nqdjxfi.zlj, 9.543, 25.786, 5.000, 0.000, 0.000, 423969, 2018-05-29, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, TNbgdeifd, Jxov Dbaaov, jxovqdbaaov.zlj, 9.825, 18.381, 5.000, 0.000, 0.000, 424087, 2021-05-11, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, IDedbcijc, uBiib, biiblcxzrqqdjxfi.zlj, 13.412, 13.412, 5.000, 0.000, 0.000, 423667, 2020-07-06, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, RWcgjjebh, uAfzxplil Ybodb Pzlmxkl, dfkxvhbkpfkdqlkqfzilra.zlj, 13.584, 13.584, 5.000, 0.000, 0.000, 424852, 2020-10-18, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, DYejhffjg, uGJQ, gxjwqxviloqdjxfi.zlj, 9.802, 17.365, 5.000, 0.000, 0.000, 424083, 2017-12-18, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, NZbfaiaah, Bjfiv Pfjxqlsfze, pfjxqlsfqxli.zlj, 9.802, 17.252, 5.000, 9.199, 9.199, 422193, 2021-08-27, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, AXhedajbc, Bifwxybqe Cfpebo, ifpxjcfpebojqdjxfi.zlj, 9.902, 16.995, 5.000, 0.000, 0.000, 422417, 2023-03-10, 23andMe
EPfhbcijd, Glexkkx DiXrzhifze, coxkqfh.gxkqpbwkxj.zw, VOfjaahid, uC J, cobabofhjbkalwxzqdjxfi.zlj, 14.429, 14.429, 5.000, 0.000, 0.000, 423264, 2021-09-17, 23andMe
